"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points"
"578","2023-1039","Monterrey","Hard",32,"I",20230227,281,210722,4,"","Elise Mertens","R",179,"BEL",27.2,223670,NA,"","Diana Shnaider","L",NA,"RUS",18.9,"6-0 6-4",3,"R32",69,7,6,44,22,20,13,8,2,2,1,0,52,34,18,7,8,1,5,42,1214,94,699
"579","2023-1039","Monterrey","Hard",32,"I",20230227,280,211817,NA,"Q","Elena Gabriela Ruse","U",NA,"ROU",25.3,202429,NA,"","Camila Giorgi","R",168,"ITA",31.1,"6-4 7-5",3,"R32",111,5,4,74,48,32,10,11,6,10,1,7,70,37,19,14,11,6,12,160,398,46,1144
"580","2023-1039","Monterrey","Hard",32,"I",20230227,279,213583,NA,"","Tatjana Maria","R",172,"GER",35.5,214459,NA,"","Lucia Bronzetti","R",NA,"ITA",24.2,"6-1 6-0",3,"R32",64,8,2,39,24,21,9,7,1,1,0,1,45,25,13,6,6,2,7,73,850,68,860
"581","2023-1039","Monterrey","Hard",32,"I",20230227,278,220714,8,"","Elisabetta Cocciaretto","R",NA,"ITA",22,215453,NA,"LL","Marina Bassols Ribera","U",NA,"ESP",23.2,"7-5 6-2",3,"R32",98,1,2,62,39,22,13,10,3,6,1,4,68,38,20,14,10,6,12,49,1045,124,543
"582","2023-1039","Monterrey","Hard",32,"I",20230227,277,215872,NA,"Q","Kamilla Rakhimova","R",NA,"RUS",21.5,211701,6,"","Katerina Siniakova","R",174,"CZE",26.8,"7-6(6) 2-6 7-6(5)",3,"R32",170,0,3,115,71,42,22,16,8,14,8,5,101,66,45,15,16,3,7,97,673,45,1164
"583","2023-1039","Monterrey","Hard",32,"I",20230227,276,204434,NA,"","Ysaline Bonaventure","L",178,"BEL",28.4,202604,NA,"Q","Despina Papamichail","R",178,"GRE",30,"7-6(5) 4-6 6-1",3,"R32",139,0,14,101,54,36,19,15,4,9,2,2,101,58,32,19,14,5,11,96,685,150,433
"584","2023-1039","Monterrey","Hard",32,"I",20230227,275,215613,NA,"WC","Emma Navarro","R",NA,"USA",21.7,206417,NA,"","Leolia Jeanjean","R",NA,"FRA",27.5,"6-4 6-2",3,"R32",75,2,5,53,28,21,15,9,0,1,6,5,50,25,17,11,9,1,5,134,493,112,598
"585","2023-1039","Monterrey","Hard",32,"I",20230227,274,202499,3,"","Donna Vekic","R",179,"CRO",26.6,201615,NA,"Q","Lesia Tsurenko","R",174,"UKR",33.7,"2-6 5-0 RET",3,"R32",66,3,4,50,25,16,11,7,5,8,0,4,43,33,19,3,7,3,6,31,1385,98,670
"586","2023-1039","Monterrey","Hard",32,"I",20230227,273,202684,5,"","Lin Zhu","R",173,"CHN",29,214388,NA,"","Anna Bondar","R",NA,"HUN",25.7,"6-4 7-6(4)",3,"R32",102,3,2,71,43,33,14,11,2,4,10,2,67,39,27,12,11,0,3,41,1220,76,797
"587","2023-1039","Monterrey","Hard",32,"I",20230227,272,201606,NA,"","Rebecca Marino","R",183,"CAN",32.1,214782,NA,"WC","Fernanda Contreras Gomez","R",NA,"MEX",25.3,"7-6(4) 7-6(4)",3,"R32",101,11,4,74,49,41,14,12,1,2,4,0,81,59,40,15,12,3,4,74,848,176,375
"588","2023-1039","Monterrey","Hard",32,"I",20230227,271,214452,NA,"Q","Caroline Dolehide","R",178,"USA",24.4,215898,NA,"","Jule Niemeier","R",178,"GER",23.5,"6-1 6-0",3,"R32",51,2,0,34,27,22,3,6,3,3,0,6,46,25,15,3,7,4,10,206,320,69,858
"589","2023-1039","Monterrey","Hard",32,"I",20230227,270,203533,NA,"","Anna Karolina Schmiedlova","R",176,"SVK",28.4,213631,2,"","Marie Bouzkova","R",180,"CZE",24.6,"6-4 6-2",3,"R32",104,3,4,66,39,29,11,9,5,7,1,2,64,46,25,6,9,5,10,100,644,30,1418
"590","2023-609","Indian Wells","Hard",96,"PM",20230306,300,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,"7-6(11) 6-4",3,"F",123,7,2,91,47,30,23,11,4,6,4,10,89,56,38,11,11,7,10,10,2935,2,6100
"591","2023-609","Indian Wells","Hard",96,"PM",20230306,299,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,216347,1,"","Iga Swiatek","R",176,"POL",21.7,"6-2 6-2",3,"SF",76,7,2,56,34,28,9,8,3,4,1,2,43,28,12,6,8,0,5,10,2935,1,10585
"592","2023-609","Indian Wells","Hard",96,"PM",20230306,298,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,206289,7,"","Maria Sakkari","R",172,"GRE",27.6,"6-2 6-3",3,"SF",83,4,5,55,31,23,12,9,2,4,2,3,59,33,23,6,8,5,10,2,6100,7,3451
"593","2023-609","Indian Wells","Hard",96,"PM",20230306,297,216347,1,"","Iga Swiatek","R",176,"POL",21.7,201514,NA,"","Sorana Cirstea","R",176,"ROU",32.9,"6-2 6-3",3,"QF",82,1,1,52,34,24,9,9,0,2,1,3,51,31,15,9,8,3,8,1,10585,83,743
"594","2023-609","Indian Wells","Hard",96,"PM",20230306,296,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,214096,NA,"","Karolina Muchova","R",178,"CZE",26.5,"7-6(4) 2-6 6-4",3,"QF",165,6,6,104,54,41,26,15,3,6,1,6,108,62,47,22,15,12,14,10,2935,76,791
"595","2023-609","Indian Wells","Hard",96,"PM",20230306,295,206289,7,"","Maria Sakkari","R",172,"GRE",27.6,201520,15,"","Petra Kvitova","L",183,"CZE",32.9,"4-6 7-5 6-1",3,"QF",135,6,2,86,51,37,15,15,6,9,6,12,92,51,36,18,14,4,9,7,3451,15,2227
"596","2023-609","Indian Wells","Hard",96,"PM",20230306,294,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,221103,6,"","Cori Gauff","R",175,"USA",18.9,"6-4 6-0",3,"QF",64,5,0,41,30,26,6,8,0,0,6,3,54,28,16,11,8,4,8,2,6100,6,4251
"597","2023-609","Indian Wells","Hard",96,"PM",20230306,293,216347,1,"","Iga Swiatek","R",176,"POL",21.7,221054,NA,"","Emma Raducanu","R",175,"GBR",20.3,"6-3 6-1",3,"R16",84,1,1,47,33,29,6,8,2,2,1,3,54,34,15,10,8,6,10,1,10585,77,784
"598","2023-609","Indian Wells","Hard",96,"PM",20230306,292,201514,NA,"","Sorana Cirstea","R",176,"ROU",32.9,201614,5,"","Caroline Garcia","R",177,"FRA",29.3,"6-4 4-6 7-5",3,"R16",143,2,5,100,55,33,28,16,4,9,8,3,96,55,36,18,16,6,12,83,743,5,4905
"599","2023-609","Indian Wells","Hard",96,"PM",20230306,291,214096,NA,"","Karolina Muchova","R",178,"CZE",26.5,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.6,"6-4 6-7(2) 6-4",3,"R16",155,2,4,111,67,39,24,16,2,6,2,6,95,55,30,23,16,5,11,76,791,105,632
"600","2023-609","Indian Wells","Hard",96,"PM",20230306,290,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,219875,NA,"Q","Varvara Gracheva","R",NA,"FRA",22.5,"6-3 6-0",3,"R16",80,4,3,58,28,16,16,7,9,11,0,6,68,39,18,9,8,5,12,10,2935,66,879
"601","2023-609","Indian Wells","Hard",96,"PM",20230306,289,206289,7,"","Maria Sakkari","R",172,"GRE",27.6,201662,17,"","Karolina Pliskova","R",184,"CZE",30.9,"6-4 5-7 6-3",3,"R16",163,4,9,93,50,40,12,15,3,8,4,5,137,90,51,20,16,22,29,7,3451,17,2045
"602","2023-609","Indian Wells","Hard",96,"PM",20230306,288,201520,15,"","Petra Kvitova","L",183,"CZE",32.9,202468,3,"","Jessica Pegula","R",170,"USA",29,"6-2 3-6 7-6(11)",3,"R16",134,4,8,86,49,32,19,14,1,6,2,1,104,65,37,23,15,4,10,15,2227,3,5495
"603","2023-609","Indian Wells","Hard",96,"PM",20230306,287,221103,6,"","Cori Gauff","R",175,"USA",18.9,202490,NA,"Q","Rebecca Peterson","R",173,"SWE",27.5,"6-3 1-6 6-4",3,"R16",137,6,2,91,57,31,22,13,10,14,1,4,89,58,38,14,13,9,13,6,4251,103,659
"604","2023-609","Indian Wells","Hard",96,"PM",20230306,286,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,206252,16,"","Barbora Krejcikova","R",178,"CZE",27.2,"6-3 2-6 6-4",3,"R16",123,11,4,84,53,39,12,14,1,4,3,6,88,58,37,16,13,8,11,2,6100,16,2205
"605","2023-609","Indian Wells","Hard",96,"PM",20230306,285,216347,1,"","Iga Swiatek","R",176,"POL",21.7,215370,32,"","Bianca Andreescu","R",170,"CAN",22.7,"6-3 7-6(1)",3,"R32",127,1,0,73,50,31,10,11,4,8,1,2,72,55,30,4,10,3,8,1,10585,36,1303
"606","2023-609","Indian Wells","Hard",96,"PM",20230306,284,221054,NA,"","Emma Raducanu","R",175,"GBR",20.3,206242,13,"","Beatriz Haddad Maia","L",185,"BRA",26.7,"6-1 2-6 6-4",3,"R32",139,2,4,83,55,38,14,13,3,5,4,4,76,52,37,10,12,5,8,77,784,13,2246
"607","2023-609","Indian Wells","Hard",96,"PM",20230306,283,201514,NA,"","Sorana Cirstea","R",176,"ROU",32.9,211095,NA,"","Bernarda Pera","L",175,"USA",28.2,"6-3 6-1",3,"R32",67,4,0,44,22,19,12,8,0,1,3,5,55,24,14,12,8,0,5,83,743,43,1200
"608","2023-609","Indian Wells","Hard",96,"PM",20230306,282,201614,5,"","Caroline Garcia","R",177,"FRA",29.3,220367,30,"","Leylah Fernandez","L",168,"CAN",20.4,"6-4 6-7(5) 6-1",3,"R32",133,11,3,93,49,42,26,15,2,2,5,8,91,50,34,21,14,1,4,5,4905,49,1080
"609","2023-609","Indian Wells","Hard",96,"PM",20230306,281,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.6,202460,4,"","Ons Jabeur","R",167,"TUN",28.5,"7-6(5) 6-4",3,"R32",91,0,5,68,37,23,17,11,0,4,2,2,71,37,25,10,11,3,8,105,632,4,4921
"610","2023-609","Indian Wells","Hard",96,"PM",20230306,280,214096,NA,"","Karolina Muchova","R",178,"CZE",26.5,203354,23,"","Martina Trevisan","L",160,"ITA",29.3,"6-4 3-6 6-4",3,"R32",161,7,7,97,58,43,19,15,5,8,0,4,97,65,41,17,14,10,13,76,791,26,1529
"611","2023-609","Indian Wells","Hard",96,"PM",20230306,279,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,211651,21,"","Paula Badosa","R",180,"ESP",25.3,"6-3 7-5",3,"R32",95,9,1,76,44,30,19,10,5,6,2,7,63,34,23,13,11,4,8,10,2935,22,1758
"612","2023-609","Indian Wells","Hard",96,"PM",20230306,278,219875,NA,"Q","Varvara Gracheva","R",NA,"FRA",22.5,214082,8,"","Daria Kasatkina","R",170,"RUS",25.8,"6-4 6-4",3,"R32",99,0,0,71,44,23,14,10,1,5,0,3,69,59,28,3,10,3,9,66,879,8,3375
"613","2023-609","Indian Wells","Hard",96,"PM",20230306,277,206289,7,"","Maria Sakkari","R",172,"GRE",27.6,211843,27,"","Anhelina Kalinina","R",179,"UKR",26,"3-6 6-2 6-4",3,"R32",150,6,8,95,49,35,21,13,6,9,3,8,95,55,33,21,14,6,11,7,3451,29,1422
"614","2023-609","Indian Wells","Hard",96,"PM",20230306,276,201662,17,"","Karolina Pliskova","R",184,"CZE",30.9,206368,11,"","Veronika Kudermetova","R",175,"RUS",25.8,"6-1 7-5",3,"R32",82,1,6,59,35,27,10,10,0,2,2,4,53,30,19,8,9,1,6,17,2045,11,2620
"615","2023-609","Indian Wells","Hard",96,"PM",20230306,275,201520,15,"","Petra Kvitova","L",183,"CZE",32.9,211533,24,"","Jelena Ostapenko","R",177,"LAT",25.7,"0-6 6-0 6-4",3,"R32",109,6,11,82,45,26,15,11,7,12,0,3,68,41,24,10,11,1,7,15,2227,25,1550
"616","2023-609","Indian Wells","Hard",96,"PM",20230306,274,202468,3,"","Jessica Pegula","R",170,"USA",29,215713,26,"","Anastasia Potapova","R",175,"RUS",21.9,"3-6 6-4 7-5",3,"R32",137,3,5,115,69,39,28,15,9,13,4,9,96,57,37,20,16,9,14,3,5495,28,1439
"617","2023-609","Indian Wells","Hard",96,"PM",20230306,273,221103,6,"","Cori Gauff","R",175,"USA",18.9,222328,NA,"","Linda Noskova","R",NA,"CZE",18.2,"6-4 6-3",3,"R32",77,7,2,51,35,31,7,9,1,1,2,0,64,38,25,13,10,2,5,6,4251,54,1003
"618","2023-609","Indian Wells","Hard",96,"PM",20230306,272,202490,NA,"Q","Rebecca Peterson","R",173,"SWE",27.5,213525,NA,"","Jil Teichmann","L",170,"SUI",25.6,"3-6 6-3 6-1",3,"R32",137,7,3,73,46,31,14,12,4,8,1,2,81,50,29,13,13,5,12,103,659,39,1274
"619","2023-609","Indian Wells","Hard",96,"PM",20230306,271,206252,16,"","Barbora Krejcikova","R",178,"CZE",27.2,216133,NA,"","Xin Yu Wang","R",182,"CHN",21.4,"6-2 6-7(1) 6-2",3,"R32",145,6,10,87,51,44,14,14,2,4,2,5,98,48,28,25,14,6,12,16,2205,67,871
"620","2023-609","Indian Wells","Hard",96,"PM",20230306,270,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,201615,NA,"Q","Lesia Tsurenko","R",174,"UKR",33.7,"W/O",3,"R32",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6100,95,688
"621","2023-609","Indian Wells","Hard",96,"PM",20230306,269,216347,1,"","Iga Swiatek","R",176,"POL",21.7,214906,NA,"","Claire Liu","R",170,"USA",22.7,"6-0 6-1",3,"R64",65,1,3,41,30,24,6,7,0,0,1,2,42,24,9,6,6,4,9,1,10585,56,972
"622","2023-609","Indian Wells","Hard",96,"PM",20230306,268,215370,32,"","Bianca Andreescu","R",170,"CAN",22.7,220548,NA,"WC","Peyton Stearns","R",NA,"USA",21.4,"4-6 6-4 6-3",3,"R64",151,3,4,75,43,28,17,11,5,8,1,5,65,41,28,7,11,1,5,36,1303,126,526
"623","2023-609","Indian Wells","Hard",96,"PM",20230306,267,221054,NA,"","Emma Raducanu","R",175,"GBR",20.3,202663,20,"","Magda Linette","R",171,"POL",31,"7-6(3) 6-2",3,"R64",110,3,3,62,32,28,14,10,2,4,1,2,69,49,28,10,10,1,5,77,784,21,1770
"624","2023-609","Indian Wells","Hard",96,"PM",20230306,266,206242,13,"","Beatriz Haddad Maia","L",185,"BRA",26.7,211701,NA,"","Katerina Siniakova","R",174,"CZE",26.8,"5-7 7-6(4) 6-3",3,"R64",157,2,2,98,72,42,13,16,2,7,2,8,98,58,33,18,17,0,6,13,2246,45,1164
"625","2023-609","Indian Wells","Hard",96,"PM",20230306,265,211095,NA,"","Bernarda Pera","L",175,"USA",28.2,214643,12,"","Liudmila Samsonova","R",180,"RUS",24.3,"2-6 7-6(8) 7-6(6)",3,"R64",181,5,8,112,62,44,24,16,7,12,8,5,125,73,51,26,16,10,13,43,1200,12,2301
"626","2023-609","Indian Wells","Hard",96,"PM",20230306,264,201514,NA,"","Sorana Cirstea","R",176,"ROU",32.9,201619,19,"","Madison Keys","R",178,"USA",28,"6-1 RET",3,"R64",35,1,1,32,26,18,3,4,3,3,1,0,16,11,4,2,3,1,3,83,743,20,1857
"627","2023-609","Indian Wells","Hard",96,"PM",20230306,263,220367,30,"","Leylah Fernandez","L",168,"CAN",20.4,215613,NA,"WC","Emma Navarro","R",NA,"USA",21.7,"6-2 6-4",3,"R64",94,2,9,61,36,25,11,9,2,4,0,5,81,40,20,20,9,7,12,49,1080,128,522
"628","2023-609","Indian Wells","Hard",96,"PM",20230306,262,201614,5,"","Caroline Garcia","R",177,"FRA",29.3,213646,NA,"LL","Dalma Galfi","U",NA,"HUN",24.5,"6-1 6-7(4) 6-4",3,"R64",127,7,2,87,55,48,17,15,4,4,14,6,103,75,48,14,14,6,9,5,4905,80,749
"629","2023-609","Indian Wells","Hard",96,"PM",20230306,261,202460,4,"","Ons Jabeur","R",167,"TUN",28.5,211684,NA,"LL","Magdalena Frech","R",171,"POL",25.2,"4-6 6-4 6-1",3,"R64",103,3,3,79,47,37,13,13,0,3,1,0,77,57,37,7,14,6,12,4,4921,106,622
"630","2023-609","Indian Wells","Hard",96,"PM",20230306,260,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.6,213631,28,"","Marie Bouzkova","R",180,"CZE",24.6,"6-1 6-1",3,"R64",73,3,2,36,17,14,14,7,0,0,0,5,61,34,17,10,7,9,14,105,632,32,1359
"631","2023-609","Indian Wells","Hard",96,"PM",20230306,259,203354,23,"","Martina Trevisan","L",160,"ITA",29.3,201483,NA,"","Madison Brengle","R",168,"USA",32.9,"5-7 6-1 6-2",3,"R64",137,0,4,85,54,33,13,14,4,10,0,5,96,71,32,10,13,9,18,26,1529,87,711
"632","2023-609","Indian Wells","Hard",96,"PM",20230306,258,214096,NA,"","Karolina Muchova","R",178,"CZE",26.5,201458,14,"","Victoria Azarenka","R",180,"BLR",33.5,"7-6(1) 6-3",3,"R64",125,5,4,74,46,29,14,10,3,6,0,6,95,62,37,11,11,4,9,76,791,14,2237
"633","2023-609","Indian Wells","Hard",96,"PM",20230306,257,214981,10,"","Elena Rybakina","R",184,"KAZ",23.7,213550,NA,"WC","Sofia Kenin","R",170,"USA",24.3,"7-6(6) 7-6(5)",3,"R64",128,6,7,89,49,39,20,12,5,7,0,4,81,57,39,11,12,4,6,10,2935,170,377
"634","2023-609","Indian Wells","Hard",96,"PM",20230306,256,211651,21,"","Paula Badosa","R",180,"ESP",25.3,203463,NA,"","Nuria Parrizas Diaz","R",167,"ESP",31.6,"6-2 7-5",3,"R64",96,5,6,62,31,21,16,10,3,6,0,3,72,55,30,5,10,7,13,22,1758,88,710
"635","2023-609","Indian Wells","Hard",96,"PM",20230306,255,219875,NA,"Q","Varvara Gracheva","R",NA,"FRA",22.5,201549,25,"","Petra Martic","R",181,"CRO",32.1,"6-3 6-2",3,"R64",75,1,2,61,44,30,12,9,2,2,2,4,48,23,14,14,8,4,7,66,879,30,1422
"636","2023-609","Indian Wells","Hard",96,"PM",20230306,254,214082,8,"","Daria Kasatkina","R",170,"RUS",25.8,213583,NA,"","Tatjana Maria","R",172,"GER",35.5,"6-2 6-1",3,"R64",63,1,1,43,35,20,6,7,5,7,1,6,51,27,15,5,8,6,13,8,3375,70,860
"637","2023-609","Indian Wells","Hard",96,"PM",20230306,253,206289,7,"","Maria Sakkari","R",172,"GRE",27.6,201603,NA,"","Shelby Rogers","R",175,"USA",30.3,"2-6 6-4 6-0",3,"R64",124,6,6,81,45,29,15,12,8,12,2,1,71,43,22,12,12,2,8,7,3451,41,1245
"638","2023-609","Indian Wells","Hard",96,"PM",20230306,252,211843,27,"","Anhelina Kalinina","R",179,"UKR",26,222258,NA,"","Linda Fruhvirtova","R",NA,"CZE",17.8,"4-6 6-4 7-5",3,"R64",163,1,6,106,65,39,20,16,5,11,3,21,107,58,41,13,16,10,17,29,1422,53,1017
"639","2023-609","Indian Wells","Hard",96,"PM",20230306,251,201662,17,"","Karolina Pliskova","R",184,"CZE",30.9,214939,NA,"","Anna Kalinskaya","R",175,"RUS",24.2,"2-6 6-0 6-4",3,"R64",109,9,5,90,56,38,11,12,10,15,3,7,71,46,26,7,12,1,8,17,2045,60,923
"640","2023-609","Indian Wells","Hard",96,"PM",20230306,250,206368,11,"","Veronika Kudermetova","R",175,"RUS",25.8,215020,NA,"","Anna Blinkova","R",179,"RUS",24.4,"6-3 6-4",3,"R64",81,7,2,62,38,31,12,10,4,4,1,7,48,26,21,10,9,1,3,11,2620,69,866
"641","2023-609","Indian Wells","Hard",96,"PM",20230306,249,201520,15,"","Petra Kvitova","L",183,"CZE",32.9,216097,NA,"WC","Elizabeth Mandlik","U",NA,"USA",21.7,"6-1 7-5",3,"R64",86,3,1,49,29,25,8,9,2,4,2,9,76,37,26,10,10,8,14,15,2227,155,422
"642","2023-609","Indian Wells","Hard",96,"PM",20230306,248,211533,24,"","Jelena Ostapenko","R",177,"LAT",25.7,205925,NA,"","Aliaksandra Sasnovich","R",174,"BLR",28.9,"7-5 3-6 6-2",3,"R64",125,3,3,99,59,36,18,15,5,11,6,9,86,50,27,17,14,6,13,25,1550,44,1174
"643","2023-609","Indian Wells","Hard",96,"PM",20230306,247,215713,26,"","Anastasia Potapova","R",175,"RUS",21.9,216016,NA,"","Xiyu Wang","L",NA,"CHN",21.9,"4-6 7-6(4) 6-2",3,"R64",162,1,4,98,68,40,14,15,6,12,2,3,100,60,34,18,15,10,17,28,1439,59,941
"644","2023-609","Indian Wells","Hard",96,"PM",20230306,246,202468,3,"","Jessica Pegula","R",170,"USA",29,202429,NA,"","Camila Giorgi","R",168,"ITA",31.1,"3-6 6-1 6-2",3,"R64",113,4,3,67,38,24,17,12,3,7,1,4,84,47,23,18,12,13,20,3,5495,46,1144
"645","2023-609","Indian Wells","Hard",96,"PM",20230306,245,221103,6,"","Cori Gauff","R",175,"USA",18.9,213710,NA,"Q","Cristina Bucsa","U",NA,"ESP",25.1,"6-2 6-4",3,"R64",77,2,2,57,36,25,14,9,6,7,0,5,52,33,18,10,9,1,5,6,4251,90,708
"646","2023-609","Indian Wells","Hard",96,"PM",20230306,244,222328,NA,"","Linda Noskova","R",NA,"CZE",18.2,216153,31,"","Amanda Anisimova","R",180,"USA",21.5,"7-6(6) 6-3",3,"R64",80,5,5,74,47,34,10,10,4,6,5,5,66,38,28,11,11,3,7,54,1003,35,1304
"647","2023-609","Indian Wells","Hard",96,"PM",20230306,243,202490,NA,"Q","Rebecca Peterson","R",173,"SWE",27.5,201533,22,"","Shuai Zhang","R",177,"CHN",34.1,"3-0 RET",3,"R64",13,0,1,6,3,3,1,1,0,0,0,2,10,4,1,1,2,1,3,103,659,27,1460
"648","2023-609","Indian Wells","Hard",96,"PM",20230306,242,213525,NA,"","Jil Teichmann","L",170,"SUI",25.6,202505,9,"","Belinda Bencic","R",175,"SUI",25.9,"3-6 6-3 6-3",3,"R64",152,4,1,90,55,36,13,14,4,9,2,4,84,47,30,13,13,4,10,39,1274,9,3360
"649","2023-609","Indian Wells","Hard",96,"PM",20230306,241,206252,16,"","Barbora Krejcikova","R",178,"CZE",27.2,215035,NA,"WC","Dayana Yastremska","R",175,"UKR",22.8,"6-1 6-2",3,"R64",69,0,3,44,17,12,13,7,1,3,2,5,50,34,12,5,8,5,12,16,2205,142,462
"650","2023-609","Indian Wells","Hard",96,"PM",20230306,240,216133,NA,"","Xin Yu Wang","R",182,"CHN",21.4,206420,18,"","Ekaterina Alexandrova","R",175,"RUS",28.3,"6-2 6-3",3,"R64",75,3,5,64,31,20,19,8,7,8,2,9,49,20,11,10,9,2,7,67,871,18,2030
"651","2023-609","Indian Wells","Hard",96,"PM",20230306,239,201615,NA,"Q","Lesia Tsurenko","R",174,"UKR",33.7,202499,29,"","Donna Vekic","R",179,"CRO",26.6,"2-6 6-2 6-2",3,"R64",117,0,3,92,70,35,15,12,9,13,2,8,68,35,20,15,12,4,10,95,688,23,1664
"652","2023-609","Indian Wells","Hard",96,"PM",20230306,238,214544,2,"","Aryna Sabalenka","R",182,"BLR",24.8,201516,NA,"","Evgeniya Rodina","R",170,"RUS",34,"6-2 6-0",3,"R64",65,5,2,50,30,24,9,7,4,4,0,3,52,33,14,7,7,7,12,2,6100,427,111
"653","2023-609","Indian Wells","Hard",96,"PM",20230306,236,214906,NA,"","Claire Liu","R",170,"USA",22.7,203533,NA,"LL","Anna Karolina Schmiedlova","R",176,"SVK",28.4,"7-6(5) 6-3",3,"R128",116,2,3,78,52,35,12,11,3,5,1,5,74,43,29,14,10,3,6,56,972,101,673
"654","2023-609","Indian Wells","Hard",96,"PM",20230306,235,220548,NA,"WC","Peyton Stearns","R",NA,"USA",21.4,214119,NA,"Q","Rebeka Masarova","R",186,"ESP",23.5,"4-6 6-4 6-4",3,"R128",150,1,3,97,64,41,18,15,6,10,14,4,98,60,43,14,15,6,11,126,526,92,706
"655","2023-609","Indian Wells","Hard",96,"PM",20230306,232,221054,NA,"","Emma Raducanu","R",175,"GBR",20.3,203575,NA,"","Danka Kovinic","R",169,"MNE",28.2,"6-2 6-3",3,"R128",81,3,1,47,26,17,13,8,4,6,4,4,56,27,16,8,9,3,9,77,784,62,905
"656","2023-609","Indian Wells","Hard",96,"PM",20230306,231,211701,NA,"","Katerina Siniakova","R",174,"CZE",26.8,215898,NA,"","Jule Niemeier","R",178,"GER",23.5,"7-5 6-4",3,"R128",119,0,6,66,46,24,9,11,3,8,1,9,84,40,20,18,11,6,13,45,1164,72,842
"657","2023-609","Indian Wells","Hard",96,"PM",20230306,228,211095,NA,"","Bernarda Pera","L",175,"USA",28.2,214459,NA,"","Lucia Bronzetti","R",NA,"ITA",24.2,"7-5 4-6 6-3",3,"R128",172,10,13,117,66,49,21,16,9,13,3,3,117,75,45,20,15,10,15,43,1200,71,849
"658","2023-609","Indian Wells","Hard",96,"PM",20230306,227,201514,NA,"","Sorana Cirstea","R",176,"ROU",32.9,214040,NA,"Q","Kimberly Birrell","R",170,"AUS",24.8,"6-3 6-2",3,"R128",80,2,3,60,32,24,13,9,2,4,0,2,48,25,9,10,8,5,10,83,743,115,566
"659","2023-609","Indian Wells","Hard",96,"PM",20230306,224,215613,NA,"WC","Emma Navarro","R",NA,"USA",21.7,216083,NA,"WC","Caty Mcnally","R",NA,"USA",21.2,"1-6 6-1 6-1",3,"R128",135,2,5,101,62,34,17,11,14,20,0,6,91,53,28,11,10,10,18,128,522,73,832
"660","2023-609","Indian Wells","Hard",96,"PM",20230306,223,213646,NA,"LL","Dalma Galfi","U",NA,"HUN",24.5,203389,NA,"","Danielle Collins","R",178,"USA",29.2,"6-4 6-4",3,"R128",99,6,2,61,42,27,10,10,1,4,1,4,75,41,28,11,10,2,7,80,749,31,1382
"661","2023-609","Indian Wells","Hard",96,"PM",20230306,220,211684,NA,"LL","Magdalena Frech","R",171,"POL",25.2,202628,NA,"","Maryna Zanevska","R",175,"BEL",29.5,"4-6 6-4 6-2",3,"R128",148,0,0,104,74,43,14,14,12,17,0,9,84,47,25,17,14,9,16,106,622,78,775
"662","2023-609","Indian Wells","Hard",96,"PM",20230306,219,214954,NA,"","Marketa Vondrousova","L",173,"CZE",23.6,201606,NA,"","Rebecca Marino","R",183,"CAN",32.2,"6-2 6-2",3,"R128",70,4,4,48,29,25,10,8,0,0,2,6,64,33,20,12,8,4,8,105,632,75,798
"663","2023-609","Indian Wells","Hard",96,"PM",20230306,216,201483,NA,"","Madison Brengle","R",168,"USA",32.9,201696,NA,"Q","Laura Siegemund","R",168,"GER",35,"7-6(5) 6-4",3,"R128",123,0,3,64,48,30,9,11,3,6,0,6,77,54,35,8,11,3,7,87,711,124,536
"664","2023-609","Indian Wells","Hard",96,"PM",20230306,215,214096,NA,"","Karolina Muchova","R",178,"CZE",26.5,201709,NA,"","Yulia Putintseva","R",163,"KAZ",28.1,"6-3 4-6 6-4",3,"R128",141,4,3,90,46,31,24,15,4,8,0,5,96,69,43,11,14,6,11,76,791,42,1235
